age,gender,sleep_hours,daily_steps,exercise_minutes_week,water_intake_liters,stress_level,nutrition_quality,screen_time_hours,wellbeing_score
21 to 35,Male,5,5,253,1.92,1,3,4,622.7
21 to 35,Male,5,2,216,3.71,3,3,6,722.4
21 to 35,Male,7,5,188,3.77,2,3,8,633.3
51 or more,Female,7,6,98,1.59,4,4,6,730.4
36 to 50,Male,6,1,194,2.75,2,2,4,654.4
Less than 20,Male,6,6,287,2.01,2,1,3,658.8
36 to 50,Female,6,5,131,3.66,5,2,7,685.8
Less than 20,Male,5,6,222,2.66,2,1,3,651.8
36 to 50,Male,5,5,288,2.7,2,1,4,643.1
21 to 35,Female,7,10,50,3.07,4,4,9,698.9
21 to 35,Female,8,1,74,1.64,4,0,7,619.1
Less than 20,Male,4,4,200,1.82,5,0,7,668.2
36 to 50,Male,8,10,207,2.75,1,5,6,690.6
Less than 20,Male,8,7,252,3.92,2,5,8,724.0
21 to 35,Female,7,4,53,3.61,4,2,8,583.8
36 to 50,Male,6,6,113,3.72,3,5,7,711.5
36 to 50,Female,8,9,89,1.84,1,2,5,671.7
36 to 50,Female,10,8,151,3.9,2,5,4,733.1
21 to 35,Male,7,3,34,3.32,4,1,9,641.4
51 or more,Female,7,9,183,2.31,3,5,9,700.4
36 to 50,Female,7,1,115,3.66,5,2,3,642.7
36 to 50,Female,7,1,104,3.37,5,2,5,642.7
36 to 50,Male,8,7,296,3.34,2,5,8,720.6
21 to 35,Female,7,9,220,3.34,1,3,5,698.7
36 to 50,Female,6,10,281,3.5,3,2,6,729.3
51 or more,Female,9,2,97,3.87,4,5,8,658.6
36 to 50,Male,6,2,175,1.84,3,2,7,635.9
51 or more,Male,8,8,151,4.0,0,3,8,664.7
36 to 50,Female,6,9,71,3.68,3,4,4,700.2
36 to 50,Female,8,4,179,2.6,3,4,5,674.1
51 or more,Female,6,7,91,1.89,5,4,2,686.2
21 to 35,Female,7,3,284,2.63,5,5,9,643.1
21 to 35,Female,7,1,160,3.45,4,5,9,647.8
21 to 35,Male,5,10,49,3.01,4,3,5,644.1
21 to 35,Male,9,4,228,2.2,5,3,5,609.7
21 to 35,Male,9,1,250,2.52,1,3,5,723.0
21 to 35,Male,9,1,160,3.89,1,3,4,723.0
21 to 35,Male,9,6,200,3.51,1,1,6,659.4
21 to 35,Female,7,10,174,1.81,2,2,6,668.3
21 to 35,Female,8,3,210,2.86,3,1,2,600.8
21 to 35,Female,7,5,190,3.83,4,2,7,597.6
21 to 35,Male,8,1,89,1.59,3,1,2,682.0
21 to 35,Male,8,1,244,1.61,3,1,8,682.0
21 to 35,Female,8,10,97,3.29,3,3,5,692.3
36 to 50,Female,6,3,221,2.94,3,2,9,641.2
51 or more,Male,8,8,254,1.61,1,2,8,678.3
51 or more,Female,8,5,226,3.99,1,4,5,682.8
Less than 20,Male,8,5,190,2.95,0,2,5,677.7
51 or more,Female,6,7,278,2.73,3,2,2,684.5
21 to 35,Female,7,7,140,2.62,4,5,6,696.6
51 or more,Female,8,7,88,3.25,3,3,2,679.8
21 to 35,Male,8,5,62,2.65,1,4,7,657.3
21 to 35,Male,7,5,70,3.15,4,4,6,660.5
36 to 50,Female,7,5,190,2.72,5,2,2,652.0
36 to 50,Female,8,8,58,3.03,3,4,6,669.8
21 to 35,Female,6,2,284,3.51,5,2,2,644.4
51 or more,Female,6,4,214,3.54,4,2,6,626.1
36 to 50,Male,5,10,253,3.62,5,5,8,708.7
36 to 50,Male,7,2,250,2.01,3,3,4,593.6
36 to 50,Female,6,7,115,1.65,2,4,4,698.1
21 to 35,Female,7,6,95,3.59,1,1,9,659.0
51 or more,Male,8,7,143,1.61,1,2,9,645.8
21 to 35,Male,6,1,294,2.03,3,3,3,678.2
21 to 35,Female,9,4,126,2.82,1,3,9,670.9
51 or more,Female,7,5,153,3.64,4,3,7,670.7
21 to 35,Male,7,2,185,3.74,3,1,8,665.0
51 or more,Male,7,8,139,3.07,4,3,6,649.2
21 to 35,Female,8,3,82,3.92,3,5,6,692.6
51 or more,Male,7,4,203,3.32,3,1,7,655.2
36 to 50,Female,7,2,196,2.82,4,2,7,658.2
21 to 35,Male,9,1,105,1.84,5,3,6,598.9
21 to 35,Female,8,3,243,2.57,3,5,3,692.6
21 to 35,Female,8,1,211,3.56,1,1,2,597.0
51 or more,Male,6,7,74,2.21,1,4,8,613.1
36 to 50,Female,7,3,180,2.95,4,4,7,689.0
36 to 50,Female,6,9,146,3.96,2,5,4,735.9
36 to 50,Male,5,4,151,1.94,5,2,3,629.3
51 or more,Male,4,10,199,1.75,4,2,8,703.4
Less than 20,Female,7,10,195,3.49,3,5,4,748.2
21 to 35,Male,7,3,178,1.56,1,5,5,712.8
36 to 50,Male,4,5,103,3.11,3,2,9,685.4
36 to 50,Female,6,10,178,2.34,3,3,3,686.8
36 to 50,Female,5,5,54,3.31,4,2,3,604.0
51 or more,Male,7,8,90,1.8,0,1,8,696.8
21 to 35,Male,5,8,83,2.33,5,2,4,616.5
51 or more,Female,8,9,252,1.54,3,5,6,697.2
21 to 35,Male,6,3,248,2.09,3,4,5,700.7
36 to 50,Female,6,10,199,2.71,3,4,4,717.4
21 to 35,Male,8,4,218,1.94,3,1,3,650.3
36 to 50,Male,6,2,61,3.0,2,2,6,622.3
36 to 50,Male,8,10,82,1.8,1,5,5,699.1
36 to 50,Female,7,3,168,3.36,2,4,6,639.7
21 to 35,Female,8,10,76,3.8,0,4,4,753.5
36 to 50,Male,9,10,119,2.46,4,5,6,673.8
21 to 35,Male,7,1,65,2.82,3,0,3,686.9
36 to 50,Female,9,10,254,2.72,0,3,3,777.5
36 to 50,Female,8,3,71,3.46,2,1,8,645.0
51 or more,Male,5,4,257,3.99,4,4,2,636.1
36 to 50,Male,6,10,298,3.34,5,2,8,717.4
21 to 35,Female,8,1,215,2.04,4,2,5,617.4
36 to 50,Male,9,10,264,3.24,3,5,4,661.9
36 to 50,Male,9,10,151,3.04,3,5,8,646.6
51 or more,Male,7,4,146,2.03,2,2,9,639.9
21 to 35,Male,8,3,68,2.1,2,2,6,663.7
36 to 50,Female,8,10,191,3.13,3,5,7,745.0
36 to 50,Female,6,2,138,3.52,4,2,3,627.4
21 to 35,Female,8,2,43,3.41,0,5,2,719.6
21 to 35,Male,6,1,195,3.02,2,1,4,591.5
36 to 50,Female,6,8,141,3.84,1,3,3,676.2
51 or more,Female,7,8,263,3.33,2,4,4,667.9
51 or more,Female,6,8,231,2.85,4,5,9,677.9
36 to 50,Female,7,6,168,3.54,2,4,3,718.5
51 or more,Female,7,3,296,2.23,4,2,8,733.2
36 to 50,Male,8,2,195,2.16,4,2,4,670.3
21 to 35,Male,9,4,198,3.93,2,1,8,679.4
21 to 35,Male,8,5,286,3.87,3,3,3,645.4
21 to 35,Male,6,3,153,3.7,2,4,8,651.4
21 to 35,Female,8,1,67,2.04,2,2,7,665.0
51 or more,Female,6,2,278,2.97,3,4,7,642.7
36 to 50,Female,7,1,266,2.84,3,3,7,620.6
51 or more,Female,8,5,127,2.01,2,2,7,686.2
21 to 35,Male,6,7,89,2.62,3,1,6,655.6
21 to 35,Female,7,8,48,2.66,1,4,5,744.4
36 to 50,Female,7,9,153,2.1,0,5,9,749.7
36 to 50,Female,7,9,255,3.89,0,5,3,749.7
36 to 50,Male,7,1,129,2.73,3,1,4,632.5
21 to 35,Female,8,10,46,2.81,3,4,3,697.4
36 to 50,Male,7,10,277,3.0,0,4,8,799.2
36 to 50,Female,8,5,109,3.72,1,4,2,710.0
51 or more,Female,8,7,114,2.83,3,4,9,730.8
21 to 35,Male,8,10,58,2.85,2,3,7,680.4
51 or more,Male,8,4,163,2.1,1,2,6,629.9
51 or more,Male,8,10,223,3.01,1,3,7,711.0
21 to 35,Male,7,1,148,2.45,1,2,7,649.5
51 or more,Female,8,7,220,3.12,3,4,2,730.8
Less than 20,Female,4,8,182,2.25,5,5,8,723.4
Less than 20,Female,6,6,161,3.29,4,2,8,675.8
Less than 20,Female,8,4,37,3.05,5,3,4,674.1
Less than 20,Female,8,4,163,2.69,5,1,3,609.5
Less than 20,Female,6,5,221,1.74,4,3,8,616.1
Less than 20,Female,6,5,120,3.07,4,4,8,611.0
21 to 35,Male,7,10,278,3.65,2,4,3,668.3
21 to 35,Female,8,10,281,1.93,1,4,2,729.7
21 to 35,Female,8,10,92,1.71,1,5,5,729.7
21 to 35,Female,8,7,245,1.6,2,5,8,718.9
21 to 35,Male,8,5,163,1.58,2,4,6,691.3
21 to 35,Female,7,4,136,3.61,2,1,3,646.7
21 to 35,Female,9,2,190,3.32,5,1,3,646.7
21 to 35,Male,8,10,287,2.01,2,5,4,690.6
36 to 50,Female,7,5,45,3.79,4,3,8,713.2
Less than 20,Male,9,3,88,1.84,1,0,2,629.9
21 to 35,Female,8,4,38,2.44,2,2,4,652.0
36 to 50,Male,8,3,226,2.63,2,0,6,653.5
21 to 35,Male,8,5,146,1.69,1,0,3,662.4
51 or more,Male,6,5,39,2.37,4,4,2,694.3
51 or more,Male,9,4,36,1.75,1,1,7,636.9
51 or more,Male,9,4,223,3.47,1,1,8,636.9
21 to 35,Female,9,1,152,1.62,3,1,9,634.6
21 to 35,Female,7,7,92,1.54,3,4,2,649.0
36 to 50,Male,7,3,33,3.33,4,2,9,609.1
21 to 35,Female,7,6,279,3.45,2,0,2,652.2
21 to 35,Female,8,7,159,2.74,4,2,6,676.4
51 or more,Female,6,6,104,2.29,2,5,5,708.1
Less than 20,Female,6,7,283,2.09,4,4,9,631.8
Less than 20,Female,6,8,196,1.79,3,5,8,752.7
Less than 20,Female,8,5,230,2.71,3,3,5,706.6
Less than 20,Female,6,8,197,2.73,3,5,5,752.7
Less than 20,Female,6,4,80,2.64,2,5,4,672.0
Less than 20,Female,9,5,85,3.45,3,2,9,715.3
Less than 20,Female,6,10,102,1.75,5,3,9,695.3
Less than 20,Female,6,8,117,3.18,4,4,4,686.4
51 or more,Female,8,6,81,2.5,3,5,9,730.6
36 to 50,Female,6,5,154,2.1,4,4,6,614.4
36 to 50,Female,4,9,291,3.2,2,2,2,606.3
21 to 35,Female,4,6,297,1.99,5,2,9,609.1
21 to 35,Female,7,10,92,2.08,5,1,5,634.3
21 to 35,Female,7,10,65,4.0,5,1,9,634.3
36 to 50,Male,7,3,38,3.72,2,5,3,706.0
21 to 35,Female,4,6,270,3.24,5,2,5,609.1
21 to 35,Female,7,1,119,2.29,2,1,6,624.0
21 to 35,Male,8,5,293,2.84,2,5,5,703.2
36 to 50,Female,8,1,234,1.82,4,1,3,610.6
Less than 20,Male,7,3,240,2.33,3,0,8,624.4
36 to 50,Female,7,7,236,1.67,4,4,3,734.0
36 to 50,Male,7,3,123,3.03,4,4,3,697.5
36 to 50,Male,7,3,228,3.64,4,4,6,697.5
36 to 50,Male,8,5,198,3.52,4,3,5,628.4
21 to 35,Male,7,6,256,3.64,2,3,6,735.5
21 to 35,Male,5,6,33,1.94,1,5,7,677.3
36 to 50,Male,1,10,127,3.13,4,0,3,592.3
51 or more,Female,8,7,222,3.89,3,4,5,730.8
51 or more,Female,7,2,295,3.46,3,3,4,608.9
21 to 35,Male,7,6,253,1.51,4,5,6,669.2
36 to 50,Male,6,10,96,3.71,2,1,4,649.4
36 to 50,Female,5,1,167,3.26,3,1,7,604.9
36 to 50,Female,8,1,268,1.81,1,1,4,671.8
51 or more,Female,7,7,33,2.28,5,2,2,616.7
36 to 50,Male,7,1,131,1.79,4,2,3,613.8
36 to 50,Male,8,8,73,3.32,1,4,7,746.3
36 to 50,Female,7,3,148,1.51,0,3,4,646.5
36 to 50,Female,8,10,217,2.66,5,5,9,680.4
21 to 35,Male,8,2,260,4.0,3,2,9,655.0
36 to 50,Male,6,10,219,3.63,4,3,6,705.5
36 to 50,Female,9,8,139,2.97,5,4,9,685.3
Less than 20,Female,8,4,135,3.23,4,5,3,694.5
21 to 35,Male,6,10,194,3.01,3,5,7,714.0
21 to 35,Male,6,10,155,3.53,3,5,8,714.0
36 to 50,Female,6,5,127,3.71,1,3,3,718.1
51 or more,Female,8,10,149,3.42,1,4,7,683.8
Less than 20,Male,9,7,172,1.95,1,0,6,681.7
36 to 50,Female,7,4,224,2.43,3,5,5,651.8
51 or more,Female,6,10,159,3.46,3,4,9,683.4
36 to 50,Female,7,8,133,3.56,3,3,9,627.1
51 or more,Female,8,7,122,3.07,2,3,6,705.3
21 to 35,Male,9,1,251,3.29,3,1,9,566.6
51 or more,Female,8,6,229,1.94,0,5,8,662.6
51 or more,Male,7,9,287,2.43,1,3,5,695.3
36 to 50,Female,10,3,39,2.84,0,2,3,665.8
51 or more,Male,5,8,200,3.96,5,1,6,638.6
36 to 50,Female,5,8,130,3.5,2,2,4,611.4
21 to 35,Female,8,10,139,1.98,2,3,6,671.9
21 to 35,Female,7,7,276,2.38,2,4,4,698.3
51 or more,Female,8,8,273,2.04,1,4,4,761.6
51 or more,Male,6,8,52,1.88,4,1,3,643.9
Less than 20,Male,10,1,254,1.8,4,1,5,616.1
21 to 35,Female,6,1,291,3.91,4,4,5,705.4
21 to 35,Male,9,7,298,3.77,2,5,4,697.0
36 to 50,Female,7,5,50,2.71,3,5,8,718.3
21 to 35,Female,8,7,149,2.87,5,3,5,649.2
21 to 35,Female,8,7,149,3.6,4,2,6,650.9
21 to 35,Male,8,2,227,3.12,1,2,4,614.2
36 to 50,Female,7,4,165,3.33,4,3,4,612.7
Less than 20,Male,7,5,106,3.48,1,1,2,621.4
51 or more,Male,8,3,87,2.71,4,3,6,665.4
36 to 50,Female,8,3,115,3.94,4,2,5,658.6
21 to 35,Male,8,2,30,3.07,1,2,5,614.2
21 to 35,Male,8,2,106,3.08,1,2,2,614.2
36 to 50,Female,7,2,39,1.85,2,5,6,688.8
21 to 35,Male,7,6,98,3.97,2,2,3,652.2
51 or more,Female,7,5,177,1.68,1,4,3,706.4
51 or more,Female,10,9,91,3.96,1,3,9,748.6
51 or more,Male,6,2,42,3.78,4,4,8,652.9
36 to 50,Male,8,7,215,3.64,3,1,6,662.8
21 to 35,Female,8,1,194,3.18,4,3,5,600.4
21 to 35,Male,10,9,39,3.02,3,3,7,653.4
Less than 20,Female,10,10,288,3.99,3,2,8,640.0
21 to 35,Female,4,8,191,3.93,4,3,3,694.5
51 or more,Female,6,5,225,3.53,2,3,7,752.1
51 or more,Female,8,2,63,1.72,1,5,7,682.2
21 to 35,Male,7,4,189,2.43,4,2,8,645.0
36 to 50,Female,7,4,114,3.66,3,5,3,682.4
36 to 50,Male,6,3,87,3.26,5,2,5,597.0
51 or more,Female,6,10,294,1.81,3,4,8,683.4
51 or more,Male,6,4,54,2.37,3,2,6,697.5
21 to 35,Male,8,8,65,1.55,2,5,2,676.6
Less than 20,Male,7,3,293,3.73,4,2,6,689.0
21 to 35,Female,8,3,143,3.37,4,3,2,656.9
36 to 50,Female,7,2,134,2.59,2,4,7,685.4
51 or more,Female,7,2,122,3.4,1,1,7,598.7
51 or more,Female,7,6,118,3.83,1,5,6,738.9
51 or more,Female,7,10,192,2.2,3,2,8,727.8
21 to 35,Female,7,5,67,2.21,1,4,3,694.5
36 to 50,Male,7,8,121,2.71,1,1,7,722.3
Less than 20,Female,8,2,148,3.27,1,2,4,685.6
Less than 20,Female,7,10,240,3.98,5,5,4,659.8
21 to 35,Male,7,7,189,1.91,4,1,5,659.2
21 to 35,Female,8,4,130,2.36,1,1,8,635.0
Less than 20,Female,8,6,208,2.41,1,2,6,693.2
51 or more,Male,9,5,52,3.31,4,5,6,676.2
21 to 35,Male,6,1,61,3.72,1,4,8,712.2
21 to 35,Female,6,3,167,1.96,3,1,5,690.5
36 to 50,Male,6,8,110,3.28,4,3,5,671.1
36 to 50,Female,5,5,224,3.77,5,3,2,578.5
21 to 35,Female,7,4,122,1.8,1,0,2,626.3
36 to 50,Female,6,7,75,3.09,4,5,4,713.4
36 to 50,Female,6,7,56,2.01,4,5,3,713.4
36 to 50,Female,5,1,191,2.6,4,3,9,669.5
51 or more,Male,7,9,130,1.82,2,4,6,744.6
36 to 50,Male,7,4,216,3.21,5,3,8,639.9
51 or more,Male,8,7,223,2.5,3,3,4,645.8
51 or more,Male,5,3,187,2.92,1,1,4,688.6
36 to 50,Female,6,4,38,2.81,4,0,9,622.7
51 or more,Female,6,10,241,3.23,3,4,3,722.5
51 or more,Female,8,9,196,3.74,5,5,4,683.6
36 to 50,Female,8,2,140,2.2,1,3,4,639.7
Less than 20,Male,8,6,232,2.99,3,3,3,681.3
36 to 50,Male,6,8,277,2.93,3,3,4,666.0
21 to 35,Female,8,7,94,2.29,3,5,6,705.3
51 or more,Male,6,1,232,2.75,3,3,5,594.9
51 or more,Female,8,2,190,1.6,4,4,3,585.3
51 or more,Female,8,1,162,2.57,4,4,7,597.0
21 to 35,Female,9,6,207,2.18,4,3,9,662.8
21 to 35,Female,7,8,222,3.66,1,2,8,705.3
21 to 35,Female,9,6,295,2.39,4,4,5,724.0
36 to 50,Male,6,5,89,1.98,4,2,6,656.9
21 to 35,Male,8,3,234,2.82,2,5,7,616.1
21 to 35,Male,7,7,184,3.53,1,5,4,686.4
51 or more,Female,8,3,101,2.39,3,4,4,617.8
21 to 35,Female,9,3,185,3.62,4,5,9,641.8
Less than 20,Female,10,10,202,2.32,3,3,7,628.1
36 to 50,Female,6,3,91,3.34,4,2,9,649.7
21 to 35,Male,8,6,234,1.79,4,3,7,637.1
21 to 35,Male,8,2,89,1.66,4,0,9,546.2
36 to 50,Male,8,5,115,3.34,1,5,4,664.1
Less than 20,Female,8,5,172,2.42,3,3,5,674.3
36 to 50,Female,6,10,36,2.48,4,2,7,642.6
21 to 35,Male,8,5,208,2.94,2,2,2,718.5
21 to 35,Male,8,6,256,3.97,4,3,5,637.1
51 or more,Male,6,10,36,1.93,3,2,2,759.9
51 or more,Female,7,5,169,2.25,1,2,8,703.0
36 to 50,Female,6,2,43,3.12,1,1,5,661.4
51 or more,Female,6,6,63,3.25,4,4,6,699.6
51 or more,Female,9,10,269,3.27,4,4,5,687.4
21 to 35,Female,9,1,126,2.99,5,0,5,563.2
51 or more,Female,8,10,297,2.97,4,5,8,644.7
51 or more,Female,6,10,155,1.87,0,5,3,691.9
51 or more,Female,6,10,63,3.59,0,5,7,691.9
51 or more,Female,6,4,47,1.52,4,5,9,716.2
36 to 50,Male,8,4,97,2.54,1,2,4,686.0
21 to 35,Male,7,7,266,2.04,1,4,9,676.2
36 to 50,Female,5,4,109,1.76,5,1,4,625.9
21 to 35,Male,4,4,115,2.3,2,2,7,567.9
21 to 35,Male,5,6,89,3.14,2,2,4,568.5
36 to 50,Male,6,6,77,2.74,5,1,9,657.1
21 to 35,Male,8,6,208,3.68,2,4,2,683.0
36 to 50,Male,7,8,113,3.0,3,2,6,637.3
36 to 50,Male,5,3,124,2.13,5,0,9,612.1
36 to 50,Female,8,8,281,2.79,4,4,2,681.7
36 to 50,Female,8,6,209,2.07,1,2,9,691.5
21 to 35,Female,7,6,113,1.95,2,2,9,677.7
51 or more,Female,6,10,179,3.89,3,4,3,683.4
21 to 35,Female,7,4,68,2.67,2,2,3,670.5
21 to 35,Male,6,2,142,3.13,5,2,7,600.2
21 to 35,Male,8,2,156,3.68,4,3,9,600.6
21 to 35,Male,6,5,70,2.31,4,1,8,617.8
21 to 35,Female,9,3,187,3.47,2,5,5,612.9
21 to 35,Female,7,10,235,3.47,3,5,3,758.4
Less than 20,Female,8,2,76,3.56,3,3,3,639.7
21 to 35,Male,7,3,214,1.97,2,1,6,651.6
36 to 50,Male,8,8,101,3.91,1,3,3,685.1
21 to 35,Male,6,2,86,2.19,1,2,8,630.8
36 to 50,Female,7,1,268,3.44,3,3,5,697.1
36 to 50,Male,7,2,91,1.91,1,3,4,712.6
21 to 35,Female,7,9,86,3.81,1,5,9,693.6
21 to 35,Male,6,5,272,2.57,1,1,2,662.0
21 to 35,Male,6,4,153,3.17,4,4,2,626.1
21 to 35,Male,6,10,182,3.63,1,1,8,629.0
21 to 35,Female,6,4,284,2.21,4,4,2,653.3
21 to 35,Male,7,8,246,2.47,3,2,5,608.4
Less than 20,Female,5,7,261,2.28,4,2,6,636.7
Less than 20,Male,4,10,46,2.21,4,0,9,657.5
36 to 50,Female,7,8,109,2.78,5,5,5,701.9
36 to 50,Male,7,6,205,2.87,5,5,8,689.6
36 to 50,Male,7,6,68,1.69,5,5,9,689.6
36 to 50,Male,8,2,172,3.18,4,1,2,602.3
51 or more,Male,7,4,46,2.55,1,3,8,696.0
21 to 35,Male,6,8,278,3.72,2,1,5,649.0
21 to 35,Male,7,10,64,3.71,2,4,5,755.0
51 or more,Female,8,10,175,3.3,1,5,5,745.0
21 to 35,Female,6,4,244,3.63,4,4,4,600.6
51 or more,Male,7,1,194,3.81,0,5,5,720.9
36 to 50,Male,5,5,140,2.94,0,1,8,745.1
36 to 50,Male,5,5,164,3.93,0,2,6,753.6
36 to 50,Female,8,9,103,3.89,3,4,4,724.4
51 or more,Male,6,6,185,1.77,5,5,7,628.2
36 to 50,Female,8,5,244,2.81,1,3,7,716.8
36 to 50,Female,8,3,177,1.79,2,2,9,614.4
36 to 50,Female,6,10,60,3.21,5,5,5,620.5
36 to 50,Female,6,10,43,3.41,5,5,3,620.5
21 to 35,Female,8,1,52,3.71,1,3,2,639.5
51 or more,Female,5,2,31,3.13,2,1,4,632.3
51 or more,Male,8,5,207,2.63,3,4,3,738.9
51 or more,Male,8,5,88,1.89,3,4,8,738.9
36 to 50,Female,6,2,205,1.81,3,5,2,639.3
51 or more,Male,10,10,201,2.71,0,3,6,748.8
36 to 50,Female,7,8,112,3.58,0,3,3,722.3
21 to 35,Male,6,5,252,3.38,1,1,9,665.4
51 or more,Female,5,2,64,3.7,2,2,6,628.9
36 to 50,Female,7,8,139,3.53,1,4,6,712.1
21 to 35,Male,8,3,264,2.01,2,5,8,690.9
36 to 50,Female,6,2,68,2.0,5,3,8,641.0
51 or more,Female,7,6,248,2.65,3,4,3,721.9
36 to 50,Female,8,6,246,1.98,1,4,3,640.5
36 to 50,Female,8,3,223,1.97,4,3,4,641.6
36 to 50,Female,6,7,192,2.17,3,3,6,676.0
51 or more,Female,8,6,145,1.56,2,5,9,720.4
21 to 35,Female,6,5,190,2.93,4,5,9,616.1
51 or more,Female,5,6,118,2.49,2,4,3,679.0
51 or more,Female,7,7,170,2.09,2,4,8,713.6
21 to 35,Male,7,7,203,1.84,0,1,6,643.9
21 to 35,Male,7,5,230,2.64,1,1,5,679.2
36 to 50,Male,9,2,142,3.0,3,0,5,600.8
21 to 35,Female,9,1,203,3.93,2,2,5,585.3
21 to 35,Male,5,4,103,2.13,3,1,6,670.1
36 to 50,Female,8,6,154,1.57,2,3,6,701.7
21 to 35,Female,8,5,53,3.34,5,3,3,676.0
36 to 50,Male,8,8,61,2.09,2,3,3,741.2
36 to 50,Female,7,10,283,2.71,0,5,4,709.1
21 to 35,Female,8,8,142,3.52,3,2,8,678.3
36 to 50,Female,6,5,224,1.59,3,2,4,713.0
51 or more,Male,6,3,45,1.85,2,1,4,644.6
Less than 20,Female,6,3,241,1.75,5,1,8,619.1
36 to 50,Female,6,10,137,2.08,5,5,7,707.2
36 to 50,Female,8,1,53,1.93,3,2,2,634.4
36 to 50,Male,8,5,148,2.29,2,1,5,677.7
51 or more,Female,8,5,210,3.37,5,4,6,659.0
21 to 35,Female,8,5,67,1.61,3,3,7,693.0
21 to 35,Female,8,5,262,1.68,3,3,9,693.0
36 to 50,Female,7,1,98,2.91,3,2,5,607.0
36 to 50,Female,7,3,111,2.8,2,5,6,711.1
21 to 35,Female,8,4,147,2.69,4,5,9,648.6
36 to 50,Female,7,5,79,2.79,4,4,7,619.7
Less than 20,Female,8,8,186,3.36,4,2,9,640.9
21 to 35,Male,8,1,103,2.94,1,3,2,648.0
36 to 50,Female,8,3,212,2.64,4,3,6,677.3
36 to 50,Male,8,6,135,1.7,2,4,4,684.7
36 to 50,Female,7,4,218,3.94,3,1,7,611.0
51 or more,Female,8,2,116,2.1,3,0,5,575.1
51 or more,Female,8,2,201,3.67,3,0,5,575.1
51 or more,Female,8,2,281,2.45,3,0,5,575.1
51 or more,Female,8,2,173,3.21,3,0,2,575.1
21 to 35,Female,7,8,214,2.64,2,4,7,712.1
51 or more,Female,7,4,183,2.39,5,2,5,628.0
51 or more,Female,7,6,147,3.04,4,5,3,703.2
21 to 35,Female,7,1,296,2.84,3,2,9,629.1
51 or more,Female,7,6,284,2.08,4,5,8,698.1
51 or more,Female,7,4,270,2.34,1,4,4,660.3
36 to 50,Female,8,1,200,1.59,3,1,4,590.2
21 to 35,Female,9,1,134,1.98,2,2,6,660.1
36 to 50,Female,6,8,65,2.34,1,2,9,662.6
51 or more,Female,4,1,95,3.93,0,1,2,638.7
21 to 35,Female,6,5,214,2.82,1,1,6,665.4
21 to 35,Female,8,7,219,3.25,1,2,6,718.9
51 or more,Female,5,4,184,3.18,3,1,4,665.0
51 or more,Male,7,5,256,3.95,4,5,7,660.5
36 to 50,Male,8,8,170,2.89,3,5,7,766.7
51 or more,Male,6,7,105,2.96,1,3,3,716.8
36 to 50,Female,7,1,175,2.25,4,2,9,635.9
21 to 35,Male,6,6,67,3.07,3,1,2,614.6
21 to 35,Male,4,3,291,3.39,3,5,2,668.0
36 to 50,Female,6,4,155,1.76,5,5,9,661.8
21 to 35,Male,7,2,121,2.7,1,1,2,649.7
21 to 35,Female,6,7,290,2.55,2,1,3,643.7
21 to 35,Female,6,4,137,1.78,4,2,2,655.0
21 to 35,Male,7,3,74,2.35,1,1,5,678.8
21 to 35,Female,6,1,31,2.84,5,2,9,623.8
Less than 20,Female,10,5,230,3.12,0,3,3,577.8
51 or more,Female,7,3,119,2.22,2,2,6,658.4
Less than 20,Female,8,9,244,2.69,2,4,9,741.4
21 to 35,Female,8,3,144,3.34,4,2,5,648.4
21 to 35,Female,8,9,121,2.56,3,2,9,646.2
36 to 50,Female,8,5,215,3.85,3,3,7,674.3
36 to 50,Female,8,5,289,1.58,3,3,6,672.6
21 to 35,Male,10,6,187,2.15,4,4,8,622.2
36 to 50,Female,9,4,86,1.83,3,4,2,655.6
36 to 50,Male,9,10,76,2.85,0,2,3,718.0
21 to 35,Female,8,10,251,1.94,3,2,7,658.3
21 to 35,Male,7,7,137,3.35,3,2,9,620.1
36 to 50,Female,6,2,209,3.8,5,3,5,620.6
Less than 20,Male,7,6,206,2.02,4,4,3,660.7
51 or more,Female,8,4,209,3.77,2,4,8,643.5
36 to 50,Male,7,6,66,3.08,1,1,8,655.6
36 to 50,Male,7,6,92,1.99,1,1,3,655.6
36 to 50,Female,6,6,297,3.34,5,2,9,599.3
Less than 20,Female,9,3,299,1.73,4,3,7,629.9
36 to 50,Female,7,6,298,3.23,4,3,9,669.2
Less than 20,Female,7,7,275,3.65,4,3,9,657.5
51 or more,Female,7,2,207,3.88,2,3,3,670.1
Less than 20,Male,7,1,96,1.64,2,3,6,624.0
21 to 35,Male,8,4,237,1.65,1,5,3,726.8
36 to 50,Male,7,7,67,3.83,4,1,2,703.4
36 to 50,Male,6,2,148,3.47,3,2,8,562.8
51 or more,Female,9,7,55,3.44,1,5,5,729.3
21 to 35,Male,10,5,35,3.36,2,1,4,637.3
21 to 35,Male,5,1,262,3.29,2,1,9,550.5
21 to 35,Female,7,5,143,3.03,4,1,9,643.5
21 to 35,Male,6,2,163,3.53,1,2,3,630.8
36 to 50,Female,10,10,207,1.59,5,4,5,709.7
21 to 35,Male,7,4,54,3.35,3,4,8,626.3
Less than 20,Female,7,5,77,2.96,2,5,9,682.6
36 to 50,Female,7,10,101,3.77,3,5,6,666.6
21 to 35,Female,8,5,230,3.84,5,5,6,648.8
36 to 50,Female,9,4,62,2.1,3,3,3,694.7
21 to 35,Male,7,3,126,3.47,2,1,7,651.6
